location,scenario,cohort,value,low,high
kenya,Catch-up 10-45 90%,10_15,16532.4258,16444.7967,16620.0548
kenya,Catch-up 10-45 90%,15_20,20811.8960,20630.5945,20993.1974
kenya,Catch-up 10-45 90%,20_25,23520.0876,22677.0356,24363.1395
kenya,Catch-up 10-45 90%,25_30,23622.0702,23531.4195,23712.7210
kenya,Catch-up 10-45 90%,30_35,19788.2994,19628.1497,19948.4490
kenya,Catch-up 10-45 90%,35_40,16188.7095,15729.4124,16648.0066
kenya,Catch-up 10-45 90%,40_45,11527.7506,11485.4469,11570.0543
kenya,Catch-up 10-45 90%,45_50,16653.2956,16535.4496,16771.1416
kenya,Catch-up 10-45 90%,50_55,12687.3255,12388.1781,12986.4729
kenya,Catch-up 10-45 90%,55_60,8332.3128,7655.4539,9009.1717
